id,survey_response_id,network_id,survey_id,respondent_id,network,network_name,year,net_role,so_part_util_012021,so_part_util_022021,so_part_util_152021,so_part_t,so_part_expec,is_inqcyclechal_y_n,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,equity_dis_1,equity_dis_2,equity_dis_3,so_rt_12020,so_rt_72020,so_rt_22020,so_rt_32020,so_rt_62020,hsupport_st_lead_7,sch_support_st_lead_7,nl_netops_groupcom_1,nl_netops_groupcom_2,nl_netops_groupcom_3,recommend,gender,gender_v3,ethnicity_v3,ethnicity_v3_1,ethnicity_v3_2,ethnicity_v3_3,ethnicity_v3_4,ethnicity_v3_5,ethnicity_v3_6,ethnicity_v3_7,ethnicity_v3_7_text
INSI_70,50403,26,484,2628,INSI,,2021,4,5,5,5,7,3,1,1,4,5,5,5,5,5,5,5,5,5,,,2,2,2,10,,2,1,1,0,0,0,0,0,0,
INSI_71,49864,26,484,1951,INSI,,2021,4,5,5,5,2,3,1,1,5,5,1,1,1,5,5,5,5,5,,,2,2,1,10,,2,2,0,1,0,0,0,0,0,
INSI_72,49849,26,484,1936,INSI,,2021,4,4,9,9,3,3,3,2,,,,,,,,,,,,,,,,7,,1,5,0,0,0,0,1,0,0,
INSI_73,49873,26,484,1960,INSI,,2021,4,4,5,4,2,3,1,1,5,5,4,1,1,5,5,5,5,5,,,2,2,2,10,,1,5,0,0,0,0,1,0,0,
INSI_74,49895,26,484,1981,INSI,,2021,1,,,,,5,,,,,,,,,,,,,,,,,,,,2,3,0,0,1,0,0,0,0,
INSI_75,50151,26,484,2227,INSI,,2021,4,3,5,1,6,4,3,1,4,5,1,1,2,5,4,4,4,4,,,2,3,2,7,,2,5,0,0,0,0,1,0,0,
INSI_78,50396,26,484,2621,INSI,,2021,4,3,4,4,4,2,3,1,4,5,5,5,5,4,4,4,4,4,,,2,2,2,6,,2,2,0,1,0,0,0,0,0,
INSI_79,49879,26,484,1966,INSI,,2021,4,5,5,5,5,4,3,1,5,5,5,5,5,5,5,5,5,5,,,2,2,2,8,,2,2,0,1,0,0,0,0,0,
INSI_80,49831,26,484,1918,INSI,,2021,4,2,5,4,5,3,1,1,5,5,1,1,3,5,5,5,5,5,,,2,2,2,10,,2,5,0,0,0,0,1,0,0,
INSI_82,49881,26,484,1968,INSI,,2021,3,5,5,5,3,1,1,1,4,5,2,2,2,5,5,5,2,5,5,5,1,2,1,8,,2,1,1,1,1,0,1,0,0,
INSI_83,49876,26,484,1963,INSI,,2021,3,4,5,5,2,3,1,2,,,,,,,,,,,3,4,,,,9,,1,5,0,0,0,0,1,0,0,
INSI_84,49834,26,484,1921,INSI,,2021,3,5,5,5,4,3,1,1,5,5,5,5,5,5,5,5,5,5,2,2,3,4,4,10,,2,3,0,0,1,0,0,0,0,
INSI_85,50385,26,484,2610,INSI,,2021,4,5,5,5,5,4,3,1,5,5,1,1,1,5,5,5,5,5,,,2,2,2,9,,2,1,1,0,0,0,0,0,0,
INSI_86,49875,26,484,1962,INSI,,2021,4,9,9,9,1,3,1,1,2,5,1,1,1,4,4,4,4,4,,,2,2,2,7,,2,1,1,0,0,0,0,0,0,
INSI_87,49855,26,484,1942,INSI,,2021,4,5,9,5,4,3,3,2,,,,,,,,,,,,,,,,10,,3,3,0,0,1,0,0,0,0,
INSI_88,50429,26,484,2653,INSI,,2021,4,5,5,5,5,2,3,1,4,5,5,5,5,5,5,5,5,5,,,2,2,2,9,,2,2,0,1,0,0,0,0,0,
INSI_89,50374,26,484,2599,INSI,,2021,4,5,5,5,2,3,3,1,4,5,2,1,1,3,3,4,5,4,,,2,2,2,10,,2,1,1,0,0,0,0,0,0,
INSI_92,50393,26,484,2618,INSI,,2021,4,3,4,9,4,3,1,1,3,5,2,2,2,5,5,5,3,4,,,2,2,2,8,,2,5,0,0,0,0,1,0,0,
INSI_93,50188,26,484,2262,INSI,,2021,4,5,5,2,4,3,2,1,1,5,3,3,4,5,5,5,5,5,,,2,2,1,10,,1,1,1,0,0,0,0,0,0,
INSI_94,50266,26,484,2495,INSI,,2021,4,4,4,4,3,3,1,1,4,5,5,5,5,4,4,4,4,4,,,2,2,4,9,,2,5,0,0,0,0,1,0,0,
INSI_95,49853,26,484,1940,INSI,,2021,4,5,5,5,7,4,1,1,5,5,5,5,5,5,5,5,5,5,,,2,2,2,10,,2,3,0,0,1,0,0,0,0,
INSI_99,49838,26,484,1925,INSI,,2021,4,2,4,3,5,4,3,1,5,5,4,4,4,5,5,5,5,5,,,2,2,2,8,,2,2,0,1,0,0,0,0,0,
KIPP_06,49401,31,476,1496,KIPP,,2021,4,,,,3,4,1,1,5,5,4,4,3,5,5,5,4,5,,,,,,8,,2,1,1,0,0,0,0,0,0,
KIPP_105,50325,31,476,2552,KIPP,,2021,4,,,,3,3,2,1,3,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
KIPP_108,49404,31,476,1499,KIPP,,2021,3,,,,5,4,1,1,4,3,3,3,2,4,4,4,4,5,3,4,,,,7,,1,5,0,0,0,0,1,0,0,
KIPP_110,50399,31,476,2624,KIPP,,2021,2,,,,3,4,,2,,,,,,,,,,,,,,,,7,,1,5,0,0,0,0,1,0,0,
KIPP_114,50274,31,476,2503,KIPP,,2021,3,,,,6,4,2,1,5,4,2,2,2,5,5,5,5,5,5,5,,,,10,,1,1,1,0,0,0,0,0,0,
KIPP_117,50108,31,476,2185,KIPP,,2021,2,,,,3,3,,2,,,,,,,,,,,,,,,,8,,2,2,0,1,0,0,0,0,0,
KIPP_124,50336,31,476,2563,KIPP,,2021,1,,,,,5,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,
KIPP_125,49745,31,476,1832,KIPP,,2021,4,,,,5,4,2,1,3,4,5,4,1,4,4,4,4,4,,,,,,9,,3,4,0,0,0,1,1,0,0,
KIPP_126,49412,31,476,1506,KIPP,,2021,4,,,,2,3,2,1,1,1,3,3,3,5,5,5,5,5,,,,,,8,,2,2,0,1,0,0,0,0,0,
KIPP_127,50354,31,476,2580,KIPP,,2021,4,,,,5,3,1,2,,,,,,,,,,,,,,,,8,,1,5,0,0,0,0,1,0,0,
KIPP_128,50387,31,476,2612,KIPP,,2021,4,,,,4,3,1,1,4,4,4,1,1,4,4,4,4,4,,,,,,8,,2,1,1,0,0,0,0,0,0,
KIPP_129,50141,31,476,2217,KIPP,,2021,4,,,,2,3,3,1,5,5,5,5,4,5,5,5,5,5,,,,,,8,,1,1,1,0,0,0,0,0,0,
KIPP_133,50492,31,476,2712,KIPP,,2021,2,,,,2,3,,2,,,,,,,,,,,,,,,,9,,1,5,0,0,0,0,1,0,0,
KIPP_134,50352,31,476,2578,KIPP,,2021,4,,,,4,2,1,1,5,4,4,4,4,5,5,5,5,5,,,,,,10,,1,1,1,0,0,0,0,0,0,
KIPP_135,50248,31,476,2478,KIPP,,2021,3,,,,4,3,2,1,5,3,4,4,4,4,5,5,5,5,3,5,,,,10,,1,2,0,1,0,0,0,0,0,
KIPP_136,49405,31,476,1500,KIPP,,2021,4,,,,3,3,3,1,5,4,4,2,2,5,5,5,5,5,,,,,,7,,2,3,0,0,1,0,1,0,0,
KIPP_139,50365,31,476,2590,KIPP,,2021,4,,,,1,3,2,1,5,2,2,2,2,2,2,2,2,2,,,,,,7,,2,3,0,0,1,0,0,0,0,
KIPP_140,49462,31,476,1555,KIPP,,2021,4,,,,7,3,1,1,4,5,5,5,5,4,4,4,4,4,,,,,,7,,2,1,1,0,0,0,0,0,0,
KIPP_141,49916,31,476,2001,KIPP,,2021,2,,,,2,3,,1,3,5,3,3,3,3,3,3,3,3,,,,,,8,,1,1,1,0,0,0,0,0,0,
KIPP_142,49904,31,476,1989,KIPP,,2021,2,,,,5,3,,2,,,,,,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
KIPP_143,50105,31,476,2182,KIPP,,2021,4,,,,7,2,3,1,1,1,1,1,1,5,5,5,5,5,,,,,,8,,2,1,1,0,0,0,0,0,0,
KIPP_144,50276,31,476,2505,KIPP,,2021,4,,,,6,4,1,1,5,4,5,4,1,4,4,5,3,4,,,,,,7,,1,5,0,0,0,0,1,0,0,
KIPP_145,50391,31,476,2616,KIPP,,2021,2,,,,3,3,,1,3,4,4,4,1,5,5,5,5,5,,,,,,3,,2,5,0,0,0,0,1,0,0,
KIPP_146,50398,31,476,2623,KIPP,,2021,4,,,,3,3,2,1,5,4,5,4,4,5,5,5,5,5,,,,,,7,,1,5,0,0,0,0,1,0,0,
KIPP_147,50116,31,476,2193,KIPP,,2021,2,,,,4,2,,2,,,,,,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
KIPP_148,50172,31,476,2248,KIPP,,2021,3,,,,4,3,1,1,5,4,4,2,2,5,5,5,5,5,5,5,,,,10,,2,1,1,0,0,0,0,0,0,
KIPP_149,50386,31,476,2611,KIPP,,2021,4,,,,4,2,3,1,4,4,2,2,2,4,4,4,4,4,,,,,,8,,1,2,0,1,0,0,0,0,0,
KIPP_150,50111,31,476,2188,KIPP,,2021,3,,,,4,3,1,1,4,5,5,5,3,5,5,5,5,5,5,5,,,,10,,2,2,0,1,0,0,0,0,0,
KIPP_151,50159,31,476,2235,KIPP,,2021,4,,,,4,3,2,2,,,,,,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
KIPP_153,49901,31,476,1986,KIPP,,2021,2,,,,3,3,,2,,,,,,,,,,,,,,,,9,,2,6,0,0,0,0,0,1,0,
KIPP_157,49903,31,476,1988,KIPP,,2021,4,,,,3,3,1,1,3,3,2,2,2,5,5,5,5,5,,,,,,5,,5,6,0,0,0,0,0,1,0,
KIPP_158,50119,31,476,2196,KIPP,,2021,3,,,,2,3,1,1,5,3,3,1,1,5,5,5,5,4,3,4,,,,,,,,0,0,0,0,0,0,0,
KIPP_159,50138,31,476,2214,KIPP,,2021,4,,,,4,3,3,1,3,3,3,3,3,4,4,4,4,4,,,,,,8,,1,5,0,0,0,0,1,0,0,
KIPP_16,49380,31,476,1476,KIPP,,2021,2,,,,3,3,,1,2,5,2,1,2,3,3,3,3,3,,,,,,10,,2,1,1,0,0,0,1,0,0,
KIPP_161,49384,31,476,1480,KIPP,,2021,4,,,,5,2,2,1,5,5,5,5,5,5,5,5,5,5,,,,,,7,,2,5,0,0,0,0,1,0,0,
KIPP_162,49369,31,476,1465,KIPP,,2021,4,,,,5,4,3,2,,,,,,,,,,,,,,,,6,,2,5,0,0,0,0,1,0,0,
KIPP_163,49356,31,476,1452,KIPP,,2021,4,,,,5,3,1,1,4,5,5,1,3,5,5,4,3,3,,,,,,9,,2,2,0,1,0,0,0,0,0,
KIPP_164,50102,31,476,2179,KIPP,,2021,4,,,,4,3,2,2,,,,,,,,,,,,,,,,7,,2,1,1,0,0,0,0,0,0,
KIPP_165,50122,31,476,2198,KIPP,,2021,4,,,,5,3,1,1,5,4,4,4,4,4,4,4,4,4,,,,,,10,,1,5,0,0,0,0,1,0,0,
KIPP_166,50271,31,476,2500,KIPP,,2021,3,,,,3,3,1,2,,,,,,,,,,,4,4,,,,9,,2,1,1,0,1,0,0,0,0,
KIPP_170,49454,31,476,1547,KIPP,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,3,0,0,1,0,1,0,0,
KIPP_171,50131,31,476,2207,KIPP,,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
KIPP_172,50412,31,476,2637,KIPP,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
KIPP_28,49406,31,476,1501,KIPP,,2021,4,,,,5,3,3,1,4,2,4,1,1,5,5,5,5,5,,,,,,9,,1,5,0,0,0,0,1,0,0,
KIPP_29,49351,31,476,1447,KIPP,,2021,2,,,,4,4,,1,5,5,5,5,5,5,5,5,5,5,,,,,,10,,2,5,0,0,0,0,1,0,0,
KIPP_34,50120,31,476,2197,KIPP,,2021,4,,,,3,3,1,1,5,4,4,3,3,5,5,5,5,5,,,,,,10,,2,5,0,0,0,0,1,0,0,
KIPP_48,50136,31,476,2212,KIPP,,2021,2,,,,3,3,,2,,,,,,,,,,,,,,,,7,,2,5,0,0,0,0,1,0,0,
KIPP_60,50502,31,476,2722,KIPP,,2021,2,,,,3,2,,2,,,,,,,,,,,,,,,,10,,1,2,0,1,0,0,0,0,0,
KIPP_62,49569,31,476,1658,KIPP,,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,0,0,0,0,
KIPP_66,50447,31,476,2668,KIPP,,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,
KIPP_67,50444,31,476,2665,KIPP,,2021,2,,,,2,2,,2,,,,,,,,,,,,,,,,6,,2,2,0,1,0,0,0,0,0,
KIPP_68,50404,31,476,2629,KIPP,,2021,4,,,,4,2,2,1,4,2,4,3,3,5,4,4,5,4,,,,,,8,,1,5,0,0,0,0,1,0,0,
KIPP_86,50468,31,476,2689,KIPP,,2021,4,,,,4,3,1,2,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
KIPP_87,49355,31,476,1451,KIPP,,2021,3,,,,6,5,1,1,5,4,,,,,,,,,3,4,,,,7,,2,2,0,1,0,0,0,0,0,
KIPP_91,50389,31,476,2614,KIPP,,2021,4,,,,4,3,1,1,3,5,5,5,4,5,5,5,5,5,,,,,,9,,1,5,0,0,0,0,1,0,0,
KIPP_94,50161,31,476,2237,KIPP,,2021,4,,,,6,4,1,1,5,5,5,5,4,5,5,5,3,4,,,,,,9,,1,3,0,0,1,0,1,0,0,
LAPR_01,48791,12,459,912,LAPR,,2021,4,3,4,3,2,3,1,1,5,5,1,1,1,5,5,5,4,4,,,2,2,4,3,,1,6,0,0,0,0,0,1,0,
LAPR_02,49113,12,459,1218,LAPR,,2021,4,3,4,3,4,3,1,1,5,5,5,5,5,5,5,5,4,5,,,2,2,2,7,,2,2,0,1,0,0,0,0,0,
LAPR_03,48332,12,459,463,LAPR,,2021,3,5,5,5,4,5,1,1,4,5,1,1,1,5,5,5,5,5,4,4,2,2,1,9,,1,2,0,1,0,0,0,0,0,
LAPR_05,48861,12,459,976,LAPR,,2021,4,4,4,4,4,2,1,1,5,4,2,2,2,5,5,5,3,3,,,1,2,2,7,,2,2,0,1,0,0,0,0,0,
LAPR_06,48388,12,459,517,LAPR,,2021,3,2,2,2,2,2,1,1,4,5,4,4,4,4,4,4,4,4,3,3,2,2,2,5,,2,3,0,0,1,0,0,0,0,
LAPR_08,48974,12,459,1084,LAPR,,2021,4,1,1,1,1,1,1,1,5,2,4,4,4,5,5,5,5,5,,,2,2,2,3,,2,2,0,1,0,0,0,0,0,
LAPR_109,49148,12,459,1253,LAPR,,2021,4,5,5,5,4,3,1,1,5,4,4,4,4,5,5,5,5,5,,,1,2,2,10,,2,1,1,0,0,1,0,0,0,
LAPR_113,48327,12,459,458,LAPR,,2021,4,4,5,4,6,3,1,1,5,5,4,4,4,5,5,5,5,5,,,1,2,2,9,,1,5,0,0,0,0,1,0,0,
LAPR_114,49115,12,459,1220,LAPR,,2021,4,5,4,2,4,4,1,1,5,5,2,2,2,5,5,5,5,5,,,2,2,2,9,,1,6,0,0,0,0,0,1,0,
LAPR_118,48430,12,459,556,LAPR,,2021,4,9,9,9,4,3,1,1,5,4,4,4,4,5,5,5,5,5,,,2,2,2,10,,1,1,1,0,0,0,0,0,0,
LAPR_119,48693,12,459,814,LAPR,,2021,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,3,0,0,1,0,0,0,0,
LAPR_12,48235,12,459,366,LAPR,,2021,4,4,4,4,6,4,1,1,5,4,4,4,4,4,4,4,4,4,,,2,2,2,8,,2,2,0,1,0,0,0,0,0,
LAPR_120,48326,12,459,457,LAPR,,2021,4,5,5,5,2,3,1,1,5,4,4,4,4,4,4,4,4,4,,,2,2,2,10,,2,1,1,0,0,0,0,0,0,
LAPR_121,48481,12,459,607,LAPR,,2021,4,3,4,3,4,3,1,1,5,4,4,2,2,5,5,5,4,5,,,2,2,2,7,,5,6,0,0,0,0,0,1,0,
LAPR_122,48932,12,459,1042,LAPR,,2021,4,5,5,4,7,3,1,1,5,5,4,4,4,5,5,5,5,5,,,2,2,2,9,,2,1,1,0,0,1,0,0,0,
LAPR_123,48458,12,459,584,LAPR,,2021,4,5,3,5,3,3,1,1,4,4,3,3,4,5,5,5,3,5,,,1,2,2,7,,2,2,0,1,0,0,0,0,0,
LAPR_124,49043,12,459,1150,LAPR,,2021,4,5,5,5,7,4,1,1,4,4,4,4,5,5,5,5,4,5,,,2,2,4,10,,2,3,0,0,1,0,0,0,0,
LAPR_125,49114,12,459,1219,LAPR,,2021,4,5,5,5,3,3,1,1,4,4,3,3,3,5,5,5,5,5,,,1,2,2,10,,2,2,0,1,0,0,0,0,0,
LAPR_126,48907,12,459,1022,LAPR,,2021,4,5,5,5,7,3,3,1,4,4,4,1,1,5,5,5,5,5,,,2,2,2,9,,2,1,1,0,0,0,0,0,0,
LAPR_127,49133,12,459,1238,LAPR,,2021,4,4,5,4,4,4,1,1,3,4,3,3,3,5,5,5,4,4,,,1,2,1,8,,1,3,0,0,1,0,0,0,0,
LAPR_128,48805,12,459,926,LAPR,,2021,4,5,5,5,6,4,1,1,4,5,5,5,5,5,5,5,5,5,,,2,2,2,10,,1,2,0,1,0,0,0,0,0,
LAPR_129,48813,12,459,934,LAPR,,2021,4,2,1,4,6,4,1,1,5,3,5,2,5,5,5,5,5,5,,,2,2,2,9,,2,2,0,1,0,0,0,0,0,
LAPR_130,48823,12,459,943,LAPR,,2021,4,4,4,9,7,3,1,1,4,5,,,,5,5,5,4,5,,,2,2,1,7,,2,2,0,1,0,0,0,0,0,
LAPR_131,48232,12,459,363,LAPR,,2021,4,4,4,3,4,3,1,1,5,5,3,2,2,5,5,5,4,5,,,1,2,1,8,,1,3,0,0,1,0,0,0,0,
LAPR_132,48845,12,459,963,LAPR,,2021,4,4,4,4,3,1,1,1,5,4,3,3,3,5,5,5,5,5,,,2,2,2,8,,2,1,1,0,0,0,0,0,0,
LAPR_133,49109,12,459,1214,LAPR,,2021,4,4,5,3,2,2,1,1,5,4,4,4,4,5,5,5,5,5,,,2,2,1,9,,2,2,0,1,0,0,0,0,0,
LAPR_134,48828,12,459,948,LAPR,,2021,4,4,4,3,3,3,1,1,5,3,1,4,1,5,5,5,5,5,,,2,2,1,8,,1,2,0,1,0,0,0,0,0,
LAPR_135,48749,12,459,870,LAPR,,2021,4,4,4,4,3,3,1,1,4,5,3,2,3,5,5,5,5,5,,,2,2,2,9,,2,2,0,1,0,0,0,0,0,
LAPR_136,49040,12,459,1148,LAPR,,2021,4,5,5,5,4,3,1,1,5,4,4,4,4,5,5,5,5,5,,,2,2,2,9,,1,2,0,1,0,0,0,0,0,
LAPR_137,48784,12,459,905,LAPR,,2021,4,4,4,3,4,3,1,1,4,5,2,2,2,5,5,5,5,5,,,1,2,1,4,,2,6,0,0,0,0,0,1,0,
LAPR_138,48338,12,459,469,LAPR,,2021,4,4,9,5,4,3,1,1,4,3,1,1,1,5,5,5,3,5,,,1,2,2,8,,2,1,1,0,0,0,0,0,0,
LAPR_18,49106,12,459,1211,LAPR,,2021,4,5,5,5,2,4,1,1,4,3,3,3,3,4,4,4,4,4,,,2,2,2,9,,1,2,0,1,0,0,0,0,0,
LAPR_22,49164,12,459,1269,LAPR,,2021,4,5,4,5,3,1,1,1,4,4,3,3,4,4,4,4,5,5,,,2,2,2,10,,1,2,0,1,0,0,0,0,0,
LAPR_24,48827,12,459,947,LAPR,,2021,4,5,5,5,2,1,1,1,4,4,4,4,4,4,4,4,4,4,,,1,2,2,7,,1,2,0,1,0,0,0,0,0,
LAPR_26,48878,12,459,993,LAPR,,2021,3,5,5,9,7,3,1,1,5,5,5,5,1,5,5,5,5,5,4,3,2,2,1,8,,2,1,1,0,0,0,0,0,0,
LAPR_28,48831,12,459,950,LAPR,,2021,4,3,4,4,3,4,1,1,5,4,4,4,4,5,5,5,5,5,,,2,2,1,8,,1,5,0,0,0,0,1,0,0,
LAPR_29,48799,12,459,920,LAPR,,2021,3,4,5,5,7,4,1,1,5,5,5,3,4,4,4,4,4,4,4,4,2,2,2,10,,2,1,1,0,0,0,0,0,0,
LAPR_30,48844,12,459,962,LAPR,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,
LAPR_33,48455,12,459,581,LAPR,,2021,4,4,4,4,2,4,1,1,5,4,4,4,4,5,5,5,5,5,,,2,2,2,8,,1,,0,0,0,0,0,0,0,
LAPR_37,48994,12,459,1102,LAPR,,2021,4,4,5,3,2,1,1,1,5,2,4,3,4,5,5,5,5,5,,,2,2,1,8,,1,2,0,1,0,0,0,0,0,
LAPR_40,48331,12,459,462,LAPR,,2021,4,4,4,2,2,2,1,1,5,4,1,1,1,5,5,5,5,5,,,2,2,1,8,,1,3,0,0,1,0,0,0,0,
LAPR_42,48790,12,459,911,LAPR,,2021,4,5,5,3,6,4,1,1,4,5,5,2,5,5,5,5,5,5,,,3,3,3,9,,2,1,1,1,0,0,0,0,0,
LAPR_43,48797,12,459,918,LAPR,,2021,4,3,4,3,7,4,1,1,5,2,1,1,1,4,4,4,4,4,,,2,2,2,6,,1,2,0,1,0,0,0,0,0,
LAPR_51,48385,12,459,515,LAPR,,2021,4,4,5,5,6,5,1,1,4,5,5,5,5,5,5,5,5,5,,,2,2,1,8,,2,1,1,0,0,0,0,0,0,
LAPR_52,48846,12,459,964,LAPR,,2021,4,5,5,5,4,3,1,1,4,4,1,1,1,2,4,3,3,3,,,2,2,2,7,,2,2,0,1,0,0,0,0,0,
LAPR_53,48443,12,459,569,LAPR,,2021,3,5,5,5,4,3,1,1,5,5,5,5,4,4,4,5,4,1,3,4,1,1,1,10,,1,2,0,1,0,0,0,0,0,
LAPR_55,48599,12,459,723,LAPR,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,
LAPR_56,48390,12,459,519,LAPR,,2021,3,4,5,9,4,4,1,1,4,4,2,2,2,4,4,4,3,3,3,3,2,2,1,8,,2,2,0,1,0,0,0,0,0,
LAPR_57,48889,12,459,1004,LAPR,,2021,4,4,4,4,6,3,1,1,5,4,4,1,4,5,5,5,5,5,,,2,2,2,8,,2,1,1,0,0,0,0,0,0,
LAPR_58,48406,12,459,533,LAPR,,2021,4,4,4,4,3,2,1,1,5,4,3,3,3,4,4,4,4,4,,,1,2,1,9,,2,1,1,0,0,0,0,0,0,
LAPR_61,48785,12,459,906,LAPR,,2021,4,4,4,4,2,3,1,1,5,2,2,2,2,5,5,5,5,5,,,1,2,2,,,2,1,1,0,0,0,0,0,0,
LAPR_70,48801,12,459,922,LAPR,,2021,4,4,5,9,3,3,1,1,4,3,3,3,3,5,5,5,5,5,,,2,2,4,10,,2,2,0,1,0,0,0,0,0,
LAPR_71,49129,12,459,1234,LAPR,,2021,4,5,5,5,3,3,3,1,4,4,4,4,4,5,5,5,5,5,,,2,2,2,9,,2,1,1,1,0,0,0,0,0,
LAPR_73,48414,12,459,541,LAPR,,2021,4,4,5,3,3,2,1,1,4,5,3,2,3,5,5,5,4,5,,,2,2,2,9,,1,1,1,0,0,0,0,0,0,
LAPR_74,48993,12,459,1101,LAPR,,2021,4,4,3,4,5,2,1,1,4,5,4,3,4,5,5,5,4,5,,,2,2,1,7,,2,2,0,1,0,0,0,0,0,
LAPR_80,49108,12,459,1213,LAPR,,2021,4,4,4,4,7,3,1,1,4,4,,1,1,4,4,4,4,4,,,2,2,2,5,,2,2,0,1,0,0,0,0,0,
LAPR_82,49203,12,459,1305,LAPR,,2021,3,3,4,3,4,3,1,1,4,3,4,4,4,5,5,5,5,5,3,3,2,2,2,6,,2,2,0,1,0,0,0,0,0,
LAPR_90,48382,12,459,513,LAPR,,2021,4,5,5,5,3,2,1,1,4,5,5,3,4,5,5,5,5,5,,,2,2,1,10,,1,2,0,1,0,0,0,0,0,
LBEA_01,50002,29,492,2084,LBEA,,2021,4,,,,,3,1,1,4,4,3,3,3,4,4,4,4,5,,,,,,9,,2,5,0,0,0,0,1,0,0,
LBEA_05,50509,29,492,2728,LBEA,,2021,4,,,,,4,1,1,4,4,1,1,1,4,4,2,2,4,,,,,,7,,2,1,1,0,0,0,0,0,0,
LBEA_07,50071,29,492,2152,LBEA,,2021,4,,,,,3,1,1,5,3,3,3,3,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
LBEA_08,50056,29,492,2137,LBEA,,2021,4,,,,,5,1,1,5,3,2,2,2,4,4,4,4,4,,,,,,6,,2,5,0,0,0,0,1,0,0,
LBEA_10,50059,29,492,2140,LBEA,,2021,4,,,,,3,1,1,5,4,4,4,4,5,5,5,5,5,,,,,,7,,1,5,0,0,0,0,1,0,0,
LBEA_100,50070,29,492,2151,LBEA,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,
LBEA_101,49816,29,492,1903,LBEA,,2021,4,,,,,3,1,1,4,4,1,1,1,2,2,2,2,2,,,,,,8,,2,5,0,0,0,0,1,0,0,
LBEA_105,50062,29,492,2143,LBEA,,2021,4,,,,,3,1,1,4,5,4,4,4,5,5,5,5,5,,,,,,8,,2,5,0,0,0,0,1,0,0,
LBEA_106,50075,29,492,2156,LBEA,,2021,4,,,,,4,1,1,5,5,4,4,4,5,5,5,4,5,,,,,,,,2,6,0,0,0,0,0,1,0,
LBEA_107,49830,29,492,1917,LBEA,,2021,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
LBEA_108,50011,29,492,2093,LBEA,,2021,4,,,,,3,1,1,5,4,4,4,4,4,4,4,4,4,,,,,,8,,5,6,0,0,0,0,0,1,0,
LBEA_109,50001,29,492,2083,LBEA,,2021,4,,,,,4,1,1,4,4,1,1,1,5,4,4,5,5,,,,,,7,,2,5,0,0,0,0,1,0,0,
LBEA_11,49820,29,492,1907,LBEA,,2021,4,,,,,3,1,1,5,5,1,1,1,3,3,3,3,3,,,,,,1,,2,5,0,0,0,0,1,0,0,
LBEA_111,50145,29,492,2221,LBEA,,2021,1,,,,,1,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
LBEA_113,49996,29,492,2078,LBEA,,2021,4,,,,,3,1,1,5,4,1,1,1,4,4,4,4,4,,,,,,3,,2,5,0,0,0,0,1,0,0,
LBEA_115,50408,29,492,2633,LBEA,,2021,4,,,,,4,1,1,4,4,3,3,3,5,5,5,5,5,,,,,,9,,1,2,0,1,0,0,0,0,0,
LBEA_116,50156,29,492,2232,LBEA,,2021,4,,,,,2,1,1,5,4,3,2,2,5,5,5,5,5,,,,,,9,,1,5,0,0,0,0,1,0,0,
LBEA_117,50176,29,492,2252,LBEA,,2021,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
LBEA_119,50162,29,492,2238,LBEA,,2021,4,,,,,5,1,1,4,3,5,5,5,5,5,5,5,5,,,,,,6,,5,2,0,1,1,0,0,0,0,
LBEA_12,49801,29,492,1888,LBEA,,2021,4,,,,,3,1,1,5,4,4,4,4,5,5,5,5,5,,,,,,2,,5,6,0,0,0,0,0,1,0,
LBEA_122,50273,29,492,2502,LBEA,,2021,4,,,,,2,1,1,5,4,1,1,1,3,3,3,3,3,,,,,,10,,2,3,0,0,1,0,0,0,0,
LBEA_123,50262,29,492,2491,LBEA,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,1,7,0,0,0,0,0,0,1,Arab
LBEA_125,50322,29,492,2549,LBEA,,2021,4,,,,,3,1,1,3,5,3,1,1,4,3,4,4,4,,,,,,,,,,0,0,0,0,0,0,0,
